hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,38,Aug-15,2015,August,33,10,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,185.57,0,2,Canceled,14-07-2015
Resort Hotel,1,60,Aug-15,2015,August,33,10,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,175,0,1,Canceled,22-06-2015
Resort Hotel,1,60,Aug-15,2015,August,33,10,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,175,0,1,Canceled,22-06-2015
Resort Hotel,0,76,Aug-15,2015,August,33,10,3,8,2,0,0,HB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,169,0,1,Check-Out,21-08-2015
Resort Hotel,0,90,Aug-15,2015,August,33,11,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,0,0,2,Check-Out,11/8/2015
Resort Hotel,0,90,Aug-15,2015,August,33,11,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,0,0,2,Check-Out,11/8/2015
Resort Hotel,1,87,Aug-15,2015,August,33,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,134,0,0,Canceled,5/8/2015
Resort Hotel,1,31,Aug-15,2015,August,33,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,211,0,2,Canceled,20-07-2015
Resort Hotel,1,74,Aug-15,2015,August,33,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,134,0,1,Canceled,20-07-2015
Resort Hotel,1,120,Aug-15,2015,August,33,11,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,1,Canceled,11/6/2015
Resort Hotel,1,120,Aug-15,2015,August,33,11,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,1,Canceled,11/6/2015
Resort Hotel,1,120,Aug-15,2015,August,33,11,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,112.5,0,1,Canceled,11/6/2015
Resort Hotel,1,116,Aug-15,2015,August,33,11,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,164,0,0,Canceled,1/6/2015
Resort Hotel,1,83,Aug-15,2015,August,33,11,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Canceled,23-05-2015
Resort Hotel,0,80,Aug-15,2015,August,33,11,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,154,0,0,Check-Out,15-08-2015
Resort Hotel,1,27,Aug-15,2015,August,33,11,0,4,1,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,207,0,2,Canceled,17-07-2015
Resort Hotel,1,78,Aug-15,2015,August,33,11,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,214,0,0,Canceled,25-06-2015
Resort Hotel,1,117,Aug-15,2015,August,33,11,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient-Party,186,0,1,Canceled,20-04-2015
Resort Hotel,0,70,Aug-15,2015,August,33,11,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,154,0,0,Check-Out,16-08-2015
Resort Hotel,1,85,Aug-15,2015,August,33,11,0,5,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,162.3,0,3,Canceled,30-06-2015
Resort Hotel,1,117,Aug-15,2015,August,33,11,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient-Party,186,0,1,Canceled,20-04-2015
Resort Hotel,1,22,Aug-15,2015,August,33,11,1,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,241,0,0,Canceled,22-07-2015
Resort Hotel,1,34,Aug-15,2015,August,33,11,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,274.93,0,2,Canceled,17-07-2015
Resort Hotel,0,68,Aug-15,2015,August,33,11,2,5,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,156.73,0,0,Check-Out,18-08-2015
Resort Hotel,1,69,Aug-15,2015,August,33,11,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,156.73,0,0,Canceled,4/6/2015
Resort Hotel,1,85,Aug-15,2015,August,33,11,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242,NULL,0,Transient,134,0,2,Canceled,30-06-2015
Resort Hotel,1,102,Aug-15,2015,August,33,11,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,1,Canceled,6/5/2015
Resort Hotel,0,31,Aug-15,2015,August,33,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,211,0,1,Check-Out,18-08-2015
Resort Hotel,0,49,Aug-15,2015,August,33,11,2,8,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,5,NULL,0,Transient,200.7,1,2,Check-Out,21-08-2015
Resort Hotel,0,84,Aug-15,2015,August,33,11,2,8,2,1,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171,NULL,0,Transient,142.26,0,1,Check-Out,21-08-2015
Resort Hotel,1,102,Aug-15,2015,August,33,11,2,10,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,196,0,2,Canceled,6/5/2015
Resort Hotel,0,66,Aug-15,2015,August,33,11,2,10,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,241,NULL,0,Transient,129.41,0,1,Check-Out,23-08-2015
Resort Hotel,1,80,Aug-15,2015,August,33,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,98.02,0,0,Canceled,23-05-2015
Resort Hotel,1,85,Aug-15,2015,August,33,11,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Canceled,23-05-2015
Resort Hotel,1,33,Aug-15,2015,August,33,12,0,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,307,0,Transient-Party,191,0,0,No-Show,12/8/2015
Resort Hotel,1,1,Aug-15,2015,August,33,12,0,1,2,0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,191,0,2,Canceled,12/8/2015
Resort Hotel,0,33,Aug-15,2015,August,33,12,0,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,G,G,0,No Deposit,NULL,307,0,Transient-Party,252,0,1,Check-Out,13-08-2015
Resort Hotel,0,47,Aug-15,2015,August,33,12,0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,157.08,0,2,Check-Out,15-08-2015
Resort Hotel,1,2,Aug-15,2015,August,33,12,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,258.33,0,1,No-Show,12/8/2015
Resort Hotel,1,22,Aug-15,2015,August,33,12,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,211,0,3,Canceled,3/8/2015
Resort Hotel,1,22,Aug-15,2015,August,33,12,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,NULL,0,Transient,211,0,3,Canceled,3/8/2015
Resort Hotel,1,55,Aug-15,2015,August,33,12,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,133.21,0,0,Canceled,19-06-2015
Resort Hotel,1,68,Aug-15,2015,August,33,12,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,173.5,0,0,Canceled,11/8/2015
Resort Hotel,1,128,Aug-15,2015,August,33,12,2,8,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient-Party,90.95,0,1,Canceled,15-06-2015
Resort Hotel,0,128,Aug-15,2015,August,33,12,2,8,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient-Party,90.95,0,1,Check-Out,22-08-2015
Resort Hotel,0,128,Aug-15,2015,August,33,12,2,8,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient-Party,90.95,0,1,Check-Out,22-08-2015
Resort Hotel,0,78,Aug-15,2015,August,33,12,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,134,0,0,Check-Out,17-08-2015
Resort Hotel,1,85,Aug-15,2015,August,33,12,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Canceled,17-06-2015
Resort Hotel,0,0,Aug-15,2015,August,33,13,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,NULL,0,Transient,172,0,1,Check-Out,14-08-2015
Resort Hotel,0,9,Aug-15,2015,August,33,13,0,1,2,0,0,BB,CN,Corporate,Corporate,0,0,0,E,F,0,No Deposit,110,NULL,0,Transient,184.45,1,0,Check-Out,14-08-2015
Resort Hotel,0,1,Aug-15,2015,August,33,13,0,1,3,0,0,BB,IRL,Corporate,Corporate,0,0,0,A,F,0,No Deposit,NULL,110,0,Transient,158,1,1,Check-Out,14-08-2015
Resort Hotel,1,9,Aug-15,2015,August,33,13,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,110,NULL,0,Transient,184.45,0,0,Canceled,13-08-2015
Resort Hotel,1,120,Aug-15,2015,August,33,13,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Canceled,22-06-2015
Resort Hotel,1,72,Aug-15,2015,August,33,13,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,114.14,0,1,Canceled,2/6/2015
Resort Hotel,0,23,Aug-15,2015,August,33,13,0,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,142,NULL,0,Contract,168.8,0,0,Check-Out,16-08-2015
Resort Hotel,1,8,Aug-15,2015,August,33,13,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,178.33,0,2,Canceled,12/8/2015
Resort Hotel,0,47,Aug-15,2015,August,33,13,0,3,2,1,1,HB,RUS,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,255,0,2,Check-Out,16-08-2015
Resort Hotel,1,8,Aug-15,2015,August,33,13,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,178.33,0,2,Canceled,12/8/2015
Resort Hotel,0,135,Aug-15,2015,August,33,13,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,196,0,1,Check-Out,17-08-2015
Resort Hotel,0,76,Aug-15,2015,August,33,13,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,87.91,0,1,Check-Out,17-08-2015
Resort Hotel,1,15,Aug-15,2015,August,33,13,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,211,0,0,Canceled,11/8/2015
Resort Hotel,1,23,Aug-15,2015,August,33,13,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,187.2,0,2,Canceled,29-07-2015
Resort Hotel,0,87,Aug-15,2015,August,33,13,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,NULL,0,Transient,154,0,2,Check-Out,18-08-2015
Resort Hotel,0,19,Aug-15,2015,August,33,13,2,3,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,243,0,1,Check-Out,18-08-2015
Resort Hotel,0,21,Aug-15,2015,August,33,13,2,3,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,NULL,NULL,0,Transient-Party,222.2,0,2,Check-Out,18-08-2015
Resort Hotel,0,19,Aug-15,2015,August,33,13,2,3,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,243,0,2,Check-Out,18-08-2015
Resort Hotel,1,23,Aug-15,2015,August,33,13,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,178.2,0,2,Canceled,29-07-2015
Resort Hotel,1,89,Aug-15,2015,August,33,13,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,142,NULL,0,Contract,107.2,0,2,Canceled,11/8/2015
Resort Hotel,0,51,Aug-15,2015,August,33,14,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,0,0,2,Check-Out,14-08-2015
Resort Hotel,0,0,Aug-15,2015,August,33,14,0,1,2,2,0,BB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,203,0,0,Check-Out,15-08-2015
Resort Hotel,0,0,Aug-15,2015,August,33,14,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,NULL,NULL,0,Transient,173,0,0,Check-Out,15-08-2015
Resort Hotel,0,0,Aug-15,2015,August,33,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient-Party,172,0,2,Check-Out,15-08-2015
Resort Hotel,0,0,Aug-15,2015,August,33,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,120.6,0,0,Check-Out,15-08-2015
Resort Hotel,0,0,Aug-15,2015,August,33,14,0,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,NULL,0,Transient-Party,172,0,2,Check-Out,15-08-2015
Resort Hotel,0,38,Aug-15,2015,August,33,14,0,2,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,242,NULL,0,Transient,266.4,0,2,Check-Out,16-08-2015
Resort Hotel,0,21,Aug-15,2015,August,33,14,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,236,0,1,Check-Out,16-08-2015
Resort Hotel,1,34,Aug-15,2015,August,33,14,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,271,0,0,Canceled,4/8/2015
Resort Hotel,1,51,Aug-15,2015,August,33,14,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,232,0,1,Canceled,26-06-2015
Resort Hotel,0,38,Aug-15,2015,August,33,14,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242,NULL,0,Transient,223,0,1,Check-Out,16-08-2015
Resort Hotel,0,0,Aug-15,2015,August,33,14,1,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,NULL,0,Transient,178.67,0,2,Check-Out,17-08-2015
Resort Hotel,1,84,Aug-15,2015,August,33,14,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient,133,0,0,Canceled,29-05-2015
Resort Hotel,1,63,Aug-15,2015,August,33,14,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,195.5,0,0,Canceled,31-07-2015
Resort Hotel,0,7,Aug-15,2015,August,33,14,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,167.25,0,0,Check-Out,18-08-2015
Resort Hotel,1,91,Aug-15,2015,August,33,14,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,209,0,0,Canceled,25-05-2015
Resort Hotel,0,81,Aug-15,2015,August,33,14,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,166,1,0,Check-Out,19-08-2015
Resort Hotel,0,6,Aug-15,2015,August,33,14,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,195.8,1,1,Check-Out,19-08-2015
Resort Hotel,1,64,Aug-15,2015,August,33,14,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,229,0,1,Canceled,15-06-2015
Resort Hotel,0,52,Aug-15,2015,August,33,14,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,2,No Deposit,NULL,NULL,0,Transient,160,1,0,Check-Out,21-08-2015
Resort Hotel,1,22,Aug-15,2015,August,33,14,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,266,0,0,Canceled,5/8/2015
Resort Hotel,0,150,Aug-15,2015,August,33,14,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71,NULL,0,Transient,96.3,0,1,Check-Out,21-08-2015
Resort Hotel,0,64,Aug-15,2015,August,33,14,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,71,NULL,0,Transient,107,0,0,Check-Out,21-08-2015
Resort Hotel,1,22,Aug-15,2015,August,33,14,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250,NULL,0,Transient,262,0,2,Canceled,5/8/2015
Resort Hotel,0,3,Aug-15,2015,August,33,15,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,250,NULL,0,Transient,182.5,0,1,Check-Out,17-08-2015
Resort Hotel,0,68,Aug-15,2015,August,33,15,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,146,NULL,0,Transient,157,0,1,Check-Out,19-08-2015
Resort Hotel,0,35,Aug-15,2015,August,33,15,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,250,NULL,0,Transient,234,1,0,Check-Out,19-08-2015
Resort Hotel,0,2,Aug-15,2015,August,33,15,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,242.5,0,0,Check-Out,19-08-2015
Resort Hotel,0,68,Aug-15,2015,August,33,15,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,146,NULL,0,Transient,157,0,1,Check-Out,19-08-2015
Resort Hotel,1,11,Aug-15,2015,August,33,15,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,158.4,0,2,Canceled,6/8/2015
Resort Hotel,1,80,Aug-15,2015,August,33,15,2,3,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,208,0,3,Canceled,8/6/2015
Resort Hotel,1,80,Aug-15,2015,August,33,15,2,3,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,183.45,0,1,Canceled,5/8/2015
Resort Hotel,0,72,Aug-15,2015,August,33,15,2,3,3,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient,131.2,0,1,Check-Out,20-08-2015
Resort Hotel,1,80,Aug-15,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,133,0,1,Canceled,5/8/2015
Resort Hotel,0,77,Aug-15,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,NULL,0,Transient-Party,135,0,1,Check-Out,20-08-2015
Resort Hotel,1,80,Aug-15,2015,August,33,15,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,133,0,1,Canceled,5/8/2015
Resort Hotel,0,31,Aug-15,2015,August,33,15,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,248,0,1,Check-Out,21-08-2015
Resort Hotel,1,77,Aug-15,2015,August,33,15,2,4,3,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient,209.2,0,0,Canceled,4/6/2015
Resort Hotel,0,93,Aug-15,2015,August,33,15,2,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,NULL,0,Transient,107,0,0,Check-Out,21-08-2015
Resort Hotel,0,31,Aug-15,2015,August,33,15,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,299.33,1,1,Check-Out,21-08-2015
Resort Hotel,0,89,Aug-15,2015,August,33,15,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,67,NULL,0,Transient,156.45,0,1,Check-Out,22-08-2015
Resort Hotel,1,68,Aug-15,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,135,0,0,Canceled,21-07-2015
Resort Hotel,1,72,Aug-15,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,149,0,0,Canceled,8/7/2015
Resort Hotel,0,65,Aug-15,2015,August,33,15,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,107,0,0,Check-Out,22-08-2015
Resort Hotel,1,71,Aug-15,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,135,0,0,Canceled,21-07-2015
Resort Hotel,1,65,Aug-15,2015,August,33,15,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient,135,0,0,Canceled,11/6/2015
Resort Hotel,0,89,Aug-15,2015,August,33,15,2,5,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,67,NULL,0,Transient,145.75,1,1,Check-Out,22-08-2015
Resort Hotel,1,98,Aug-15,2015,August,33,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,132.6,0,1,Canceled,4/8/2015
Resort Hotel,0,26,Aug-15,2015,August,33,15,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient,200.71,1,0,Check-Out,22-08-2015
Resort Hotel,1,67,Aug-15,2015,August,33,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,198.71,0,0,Canceled,25-07-2015
Resort Hotel,1,54,Aug-15,2015,August,33,15,2,5,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,218,0,0,Canceled,6/7/2015
Resort Hotel,0,75,Aug-15,2015,August,33,15,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,NULL,0,Transient,101.65,0,0,Check-Out,22-08-2015
Resort Hotel,1,78,Aug-15,2015,August,33,15,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,186,0,0,Canceled,11/6/2015
Resort Hotel,1,53,Aug-15,2015,August,33,15,2,6,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,NULL,NULL,0,Transient,160,0,0,Canceled,25-06-2015
Resort Hotel,1,65,Aug-15,2015,August,33,15,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,NULL,0,Transient,188.71,0,0,Canceled,3/7/2015
Resort Hotel,0,84,Aug-15,2015,August,33,15,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,261,NULL,0,Transient,107,0,1,Check-Out,29-08-2015
Resort Hotel,1,47,Aug-15,2015,August,33,15,6,12,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,181.94,0,0,Canceled,6/7/2015
Resort Hotel,0,37,Aug-15,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,307,0,Transient-Party,172,0,0,Check-Out,17-08-2015
Resort Hotel,0,37,Aug-15,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,307,0,Transient,172,0,0,Check-Out,17-08-2015
Resort Hotel,1,4,Aug-15,2015,August,34,16,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,NULL,110,0,Transient,185,0,0,Canceled,13-08-2015
Resort Hotel,0,37,Aug-15,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,307,0,Transient-Party,172,0,0,Check-Out,17-08-2015
Resort Hotel,0,37,Aug-15,2015,August,34,16,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,307,0,Transient-Party,172,0,0,Check-Out,17-08-2015
